,beliefself1_100,beliefself2_100,beliefself3_100,beliefself4_100,beliefself5_100,beliefself6_100,beliefself7_100,beliefself8_100,beliefself9_100,beliefothers1_100,beliefothers2_100,beliefothers3_100,beliefothers4_100,beliefothers5_100,beliefothers6_100,beliefothers7_100,beliefothers8_100,beliefothers9_100,emocomp1_100,emocomp2_100,emocomp3_100,emocomp4_100,emocomp5_100,emocomp6_100,emocomp7_100,emocomp8_100,emocomp9_100,engaged1_100,engaged2_100,engaged3_100,engaged4_100,engaged5_100,engaged6_100,engaged7_100,engaged8_100,engaged9_100,psydis1_100,psydis2_100,psydis3_100,psydis4_100,psydis5_100,psydis6_100,psydis7_100,psydis8_100,psydis9_100,psydis10_100,suicidal,homobully,transbully,ethnic,grade,a3,sch_id,formnum
4398,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,0.0,0.0,33.333332,66.666664,33.333332,0.0,0.0,0.0,66.666664,100.0,100.0,66.666664,66.666664,0.0,66.666664,33.333332,33.333332,0.0,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,33.333332,100.0,100.0,66.666664,33.333332,33.333332,100.0,0.0,1.0,2.0,1.0,Hispanic,11th,Female,128.0,62205690
4404,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,33.333332,100.0,33.333332,100.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,33.333332,100.0,100.0,0.0,100.0,1.0,1.0,2.0,White,12th,Male,128.0,62203856
4429,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,0.0,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,33.333332,33.333332,33.333332,66.666664,66.666664,1.0,2.0,2.0,White,10th,,128.0,62205116
4440,66.666664,100.0,66.666664,0.0,33.333332,100.0,66.666664,33.333332,0.0,33.333332,100.0,100.0,0.0,0.0,0.0,33.333332,33.333332,33.333332,100.0,100.0,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,2.0,2.0,White,10th,Female,128.0,62202394
4766,100.0,100.0,100.0,0.0,100.0,100.0,66.666664,100.0,33.333332,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,100.0,100.0,100.0,33.333332,66.666664,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,Hispanic,7th,Male,142.0,1170578
4780,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,66.666664,33.333332,100.0,66.666664,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,1.0,0.0,0.0,Hispanic,9th,Female,143.0,1169768
4790,66.666664,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,0.0,0.0,100.0,33.333332,100.0,0.0,0.0,33.333332,0.0,0.0,66.666664,33.333332,0.0,0.0,100.0,66.666664,66.666664,0.0,33.333332,66.666664,66.666664,33.333332,33.333332,100.0,100.0,66.666664,33.333332,0.0,33.333332,100.0,100.0,100.0,0.0,33.333332,33.333332,100.0,66.666664,100.0,100.0,0.0,0.0,1.0,Mixed,9th,Female,143.0,1169741
4827,,33.333332,33.333332,33.333332,66.666664,100.0,100.0,100.0,100.0,33.333332,66.666664,33.333332,100.0,100.0,100.0,100.0,33.333332,66.666664,100.0,66.666664,66.666664,66.666664,66.666664,100.0,100.0,100.0,66.666664,100.0,66.666664,66.666664,100.0,100.0,66.666664,100.0,66.666664,66.666664,66.666664,100.0,100.0,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,100.0,1.0,,1.0,Mixed,9th,Male,144.0,1158836
4856,66.666664,66.666664,33.333332,33.333332,66.666664,33.333332,33.333332,0.0,0.0,0.0,66.666664,66.666664,33.333332,0.0,0.0,100.0,100.0,100.0,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,0.0,33.333332,0.0,66.666664,66.666664,66.666664,33.333332,66.666664,0.0,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,33.333332,33.333332,66.666664,0.0,1.0,0.0,0.0,Mixed,11th,Female,144.0,1159393
4868,0.0,66.666664,33.333332,66.666664,100.0,33.333332,100.0,33.333332,0.0,66.666664,66.666664,66.666664,66.666664,,100.0,,66.666664,,100.0,33.333332,100.0,33.333332,33.333332,66.666664,0.0,100.0,33.333332,66.666664,0.0,66.666664,,66.666664,33.333332,100.0,66.666664,33.333332,100.0,66.666664,33.333332,100.0,66.666664,33.333332,100.0,,66.666664,33.333332,,1.0,1.0,Hispanic,9th,Female,144.0,1158502
4882,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,0.0,0.0,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Male,144.0,1158019
4883,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,0.0,0.0,33.333332,33.333332,100.0,66.666664,66.666664,66.666664,66.666664,33.333332,0.0,0.0,66.666664,66.666664,66.666664,66.666664,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,33.333332,33.333332,33.333332,0.0,0.0,0.0,66.666664,66.666664,100.0,100.0,66.666664,33.333332,33.333332,100.0,33.333332,66.666664,,0.0,0.0,White,11th,,144.0,1159032
4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,33.333332,0.0,33.333332,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,Hispanic,9th,Female,145.0,1158408
4900,0.0,33.333332,0.0,33.333332,33.333332,0.0,0.0,66.666664,0.0,0.0,0.0,0.0,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,0.0,33.333332,33.333332,,66.666664,66.666664,66.666664,33.333332,66.666664,33.333332,66.666664,33.333332,0.0,0.0,33.333332,66.666664,66.666664,33.333332,66.666664,33.333332,66.666664,33.333332,66.666664,0.0,0.0,33.333332,0.0,33.333332,,2.0,0.0,Hispanic,10th,Male,145.0,1171113
4918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,0.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,Hispanic,9th,Female,145.0,1171251
4924,33.333332,0.0,0.0,0.0,33.333332,33.333332,0.0,0.0,33.333332,100.0,66.666664,66.666664,33.333332,0.0,0.0,66.666664,100.0,66.666664,66.666664,66.666664,66.666664,33.333332,66.666664,66.666664,66.666664,,100.0,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,100.0,66.666664,66.666664,66.666664,1.0,1.0,1.0,Mixed,11th,Female,145.0,1171085
4928,0.0,66.666664,33.333332,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,33.333332,33.333332,0.0,0.0,0.0,33.333332,33.333332,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,100.0,100.0,100.0,33.333332,66.666664,66.666664,1.0,1.0,1.0,Hispanic,11th,Male,145.0,1158435
4964,66.666664,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,33.333332,100.0,100.0,100.0,100.0,100.0,33.333332,33.333332,100.0,100.0,100.0,66.666664,66.666664,100.0,0.0,0.0,100.0,100.0,66.666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,White,11th,Female,145.0,1158438
4969,0.0,33.333332,0.0,33.333332,33.333332,0.0,0.0,33.333332,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,0.0,0.0,33.333332,0.0,0.0,33.333332,0.0,0.0,33.333332,0.0,33.333332,66.666664,0.0,33.333332,0.0,66.666664,0.0,33.333332,66.666664,66.666664,33.333332,33.333332,,1.0,1.0,Hispanic,7th,Male,146.0,1170778
4971,,,,,,,,,,100.0,66.666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Mixed,8th,Male,146.0,1170762
5010,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,0.0,0.0,33.333332,33.333332,33.333332,66.666664,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,33.333332,100.0,100.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,0.0,33.333332,0.0,0.0,100.0,100.0,66.666664,100.0,,100.0,100.0,33.333332,100.0,100.0,,1.0,2.0,Hispanic,7th,Female,149.0,62502283
5016,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,33.333332,100.0,0.0,33.333332,33.333332,33.333332,66.666664,66.666664,33.333332,33.333332,33.333332,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,,0.0,0.0,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,100.0,66.666664,66.666664,66.666664,66.666664,100.0,66.666664,66.666664,66.666664,,2.0,1.0,White,7th,Female,149.0,62514253
5039,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,66.666664,33.333332,0.0,0.0,33.333332,33.333332,33.333332,66.666664,33.333332,66.666664,100.0,100.0,66.666664,33.333332,66.666664,33.333332,0.0,0.0,0.0,33.333332,33.333332,33.333332,0.0,0.0,0.0,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,,1.0,1.0,Native American,7th,Female,151.0,62193805
5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,White,7th,Male,180.0,64526904
5896,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,33.333332,66.666664,100.0,33.333332,0.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,100.0,66.666664,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,0.0,33.333332,100.0,66.666664,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,0.0,0.0,,1.0,0.0,White,7th,Male,180.0,64542691
6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,White,7th,Female,204.0,69112256
6779,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,,66.666664,,0.0,,33.333332,,,33.333332,33.333332,,,,2.0,,Native American,7th,Male,204.0,69112100
6784,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,0.0,100.0,0.0,0.0,66.666664,0.0,0.0,33.333332,0.0,0.0,0.0,66.666664,66.666664,33.333332,33.333332,0.0,33.333332,33.333332,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,33.333332,,2.0,2.0,Asian,7th,Female,204.0,69113955
6825,,,,,,,,,,33.333332,66.666664,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,White,9th,Male,208.0,61503169
6850,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,66.666664,1.0,2.0,2.0,White,9th,Male,208.0,61546473
6858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,33.333332,66.666664,66.666664,66.666664,66.666664,100.0,33.333332,33.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333332,100.0,100.0,100.0,100.0,100.0,33.333332,100.0,100.0,33.333332,1.0,2.0,2.0,White,9th,Male,208.0,61882010
6859,33.333332,33.333332,33.333332,0.0,0.0,0.0,0.0,33.333332,100.0,33.333332,0.0,0.0,,,,,,,100.0,33.333332,66.666664,100.0,100.0,66.666664,66.666664,66.666664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,33.333332,0.0,1.0,1.0,1.0,White,9th,Female,208.0,61821944
6875,0.0,33.333332,0.0,0.0,0.0,0.0,0.0,33.333332,66.666664,0.0,0.0,0.0,100.0,66.666664,33.333332,100.0,100.0,100.0,100.0,33.333332,100.0,100.0,100.0,100.0,66.666664,100.0,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.666664,66.666664,66.666664,100.0,66.666664,100.0,66.666664,66.666664,66.666664,1.0,2.0,2.0,White,9th,Female,208.0,61838048
6877,100.0,100.0,100.0,100.0,100.0,0.0,33.333332,0.0,33.333332,66.666664,100.0,66.666664,100.0,100.0,66.666664,33.333332,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,33.333332,0.0,66.666664,66.666664,33.333332,66.666664,100.0,0.0,66.666664,33.333332,66.666664,100.0,0.0,66.666664,33.333332,100.0,33.333332,66.666664,0.0,100.0,33.333332,0.0,0.0,0.0,Hispanic,9th,Male,208.0,61732217
6892,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,66.666664,33.333332,66.666664,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,100.0,100.0,100.0,66.666664,66.666664,66.666664,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,66.666664,33.333332,66.666664,66.666664,66.666664,33.333332,33.333332,33.333332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333332,0.0,0.0,0.0,White,11th,Female,209.0,61775459
6915,66.666664,33.333332,33.333332,0.0,33.333332,66.666664,0.0,0.0,66.666664,66.666664,66.666664,33.333332,0.0,0.0,0.0,33.333332,33.333332,33.333332,66.666664,66.666664,100.0,33.333332,66.666664,66.666664,66.666664,66.666664,66.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,66.666664,66.666664,100.0,66.666664,33.333332,66.666664,66.666664,33.333332,66.666664,1.0,0.0,1.0,White,11th,Male,209.0,61775622
