,x,y
0,-123.50637462534213,39.5603891799181
1,-123.50404654352297,39.56039931982576
2,-123.50404329519574,39.55994876952837
3,-123.50287927565044,39.55995386930275
4,-123.50171524188245,39.55995888362153
5,-123.50171849028905,39.560409371238826
6,-123.49997245577447,39.56041692634529
7,-123.49996920730835,39.55996636274962
8,-123.49938721716931,39.55996890922319
9,-123.49938396868325,39.55951841083359
10,-123.49530403923815,39.55953585458362
11,-123.49530087610307,39.559085311925664
12,-123.4929727802037,39.559095268010964
13,-123.49296961699126,39.55864471458294
14,-123.49064163515767,39.558654546807475
15,-123.49063838637359,39.55820408067108
16,-123.48947445960123,39.55820897758798
17,-123.48946804744877,39.55730800042376
18,-123.48713425181207,39.557317751992315
19,-123.48713117390345,39.55686727966715
20,-123.48480313506539,39.55687704238708
21,-123.48479689359807,39.55597596022192
22,-123.47955904709487,39.55599771770968
23,-123.47956212524775,39.55644822105118
24,-123.47664638596189,39.5564602240778
25,-123.47664946420868,39.55691073375299
26,-123.47606750278821,39.556913129795944
27,-123.47607058105369,39.55736363819524
28,-123.47490656210145,39.55736838015991
29,-123.47490964040433,39.557818889181135
30,-123.47316362818432,39.557826000624445
31,-123.47316670654335,39.55827651216479
32,-123.47258472389905,39.55827889113153
33,-123.47258771676627,39.55872942915687
34,-123.47200573059413,39.55873173592997
35,-123.4720088089905,39.55918224491823
36,-123.47084474053408,39.55918701922569
37,-123.47084781896787,39.55963752883482
38,-123.46968382187738,39.559642193700284
39,-123.4696868148355,39.56009273168986
40,-123.46910481099034,39.56009509547458
41,-123.46911088245635,39.56099606767202
42,-123.46619490962112,39.561007795561785
43,-123.46619191655365,39.560557322815846
44,-123.46560989142189,39.560559665687286
45,-123.4656068983361,39.56010911757424
46,-123.46502486964167,39.56011145475334
47,-123.4650278627457,39.5605620047632
48,-123.46444583052522,39.56056434004353
49,-123.46445181676941,39.56146536403787
50,-123.46503384895348,39.5614630249643
51,-123.4650488999885,39.56371552731728
52,-123.46388483225955,39.56372022063522
53,-123.46389081853891,39.56462120398816
54,-123.46272673670674,39.56462581941496
55,-123.46272972988272,39.5650763452704
56,-123.46214768366916,39.56507868433337
57,-123.46215067686326,39.56552920891065
58,-123.46156854160392,39.5655315035347
59,-123.4615775212404,39.566883063908946
60,-123.46041341124037,39.566887667932676
61,-123.46041640448877,39.567338115208656
62,-123.45983425867014,39.567340476321796
63,-123.45984913948004,39.56959298348472
64,-123.45986701355322,39.572300605048056
65,-123.46103130124735,39.572295977843005
66,-123.46104318864224,39.574097966974776
67,-123.46220746201394,39.57409337969201
68,-123.46221045520616,39.574543911015525
69,-123.46395692414178,39.57453693302015
70,-123.46395991727925,39.57498745547628
71,-123.46454203797629,39.57498510581125
72,-123.46453904485706,39.57453458525182
73,-123.4651211620271,39.574532303968574
74,-123.46570336116844,39.574529920847155
75,-123.46570635425122,39.57498043761263
76,-123.46628846431166,39.57497807655625
77,-123.4662854712471,39.57452756168747
78,-123.46686757778014,39.574525269012184
79,-123.46686159168722,39.57362423353976
80,-123.46744369471095,39.57362187057981
81,-123.46744070168258,39.57317134997586
82,-123.46802280117863,39.573169055398104
83,-123.46801980816842,39.57271853351519
84,-123.46860190413668,39.57271616675534
85,-123.46858061113377,39.56955812096429
86,-123.46916860412081,39.56955574592575
87,-123.46916253265849,39.56865475377885
88,-123.47090878903873,39.568647670494165
89,-123.47090571060693,39.56819715408711
90,-123.47265193512312,39.56819011261385
91,-123.47264894225792,39.56773957096116
92,-123.47381307423659,39.567734814602154
93,-123.47380999589836,39.56728430133208
94,-123.4755562528248,39.56727718653661
95,-123.47555317454277,39.566826675784334
96,-123.47788143901013,39.56681712966267
97,-123.47787836080305,39.56636662332595
98,-123.48021246832116,39.566357005684736
99,-123.48020939018924,39.56590650378305
100,-123.48311971958047,39.565894432714586
101,-123.48311655604124,39.565443964897604
102,-123.48486281373249,39.56543663502144
103,-123.48485965025108,39.564986169724364
104,-123.48952190951601,39.56496660189143
105,-123.48952507284282,39.565417122262375
106,-123.49127129872298,39.56540970952602
107,-123.49127446199175,39.56586022102537
108,-123.49243862327369,39.56585529401943
109,-123.49243537455081,39.56540481409538
110,-123.4930174926279,39.56540233290925
111,-123.49301424392473,39.56495185170893
112,-123.49883488745905,39.564926961205835
113,-123.49883163895413,39.56447649582299
114,-123.49941953105107,39.564473984897035
115,-123.49941628256612,39.56402344798144
116,-123.50058034442006,39.56401842982851
117,-123.50057709597466,39.56356796381206
118,-123.50232329037706,39.563560372144096
119,-123.50232004199107,39.563109908650766
120,-123.50464816600646,39.563099838958095
121,-123.50464491769979,39.56264930961289
122,-123.50522696120328,39.56264676008776
123,-123.50522371291632,39.562196229466586
124,-123.50580575288295,39.56219374832152
125,-123.50579917086765,39.561292709139984
126,-123.50638120731766,39.561290157725246
127,-123.50637462534213,39.5603891799181
