,month,year,creek,mean_daily_q_mm_day,pred_use_mm_day,farm_use_percentile,pred_monthly_use0.25cover,pred_monthly_use1cover,pred_monthly_use2.5cover,pred_monthly_use4.5cover
331,11,2018,Elder,0.700455845,6.385613209,0.9,0.015964033,0.063856132,0.15964033,0.287352594
332,11,2018,Elder,0.700455845,7.367409713,0.95,0.018418524,0.073674097,0.184185243,0.331533437
333,11,2019,Elder,0.215054165,4.233557902,0.5,0.010583895,0.042335579,0.105838948,0.190510106
334,11,2019,Elder,0.215054165,5.062127257,0.75,0.012655318,0.050621273,0.126553181,0.227795727
335,11,2019,Elder,0.215054165,6.385613209,0.9,0.015964033,0.063856132,0.15964033,0.287352594
336,11,2019,Elder,0.215054165,7.367409713,0.95,0.018418524,0.073674097,0.184185243,0.331533437
337,12,2016,Dry Creek,13.67670526,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
338,12,2016,Dry Creek,13.67670526,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
339,12,2016,Dry Creek,13.67670526,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
340,12,2016,Dry Creek,13.67670526,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
341,12,2017,Dry Creek,0.175903625,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
342,12,2017,Dry Creek,0.175903625,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
343,12,2017,Dry Creek,0.175903625,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
344,12,2017,Dry Creek,0.175903625,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
345,12,2018,Dry Creek,6.700659498,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
346,12,2018,Dry Creek,6.700659498,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
347,12,2018,Dry Creek,6.700659498,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
348,12,2018,Dry Creek,6.700659498,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
349,12,2015,Dry Creek,17.68347071,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
350,12,2015,Dry Creek,17.68347071,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
351,12,2015,Dry Creek,17.68347071,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
352,12,2015,Dry Creek,17.68347071,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
353,12,2015,Elder,9.382107884,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
354,12,2015,Elder,9.382107884,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
355,12,2015,Elder,9.382107884,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
356,12,2015,Elder,9.382107884,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
357,12,2016,Elder,10.75208817,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
358,12,2016,Elder,10.75208817,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
359,12,2016,Elder,10.75208817,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
360,12,2016,Elder,10.75208817,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
361,12,2017,Elder,1.030649218,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
362,12,2017,Elder,1.030649218,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
363,12,2017,Elder,1.030649218,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
364,12,2017,Elder,1.030649218,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
365,12,2018,Elder,2.747522753,3.8581259,0.5,0.009645315,0.038581259,0.096453148,0.173615666
366,12,2018,Elder,2.747522753,4.613217708,0.75,0.011533044,0.046132177,0.115330443,0.207594797
367,12,2018,Elder,2.747522753,5.819336899,0.9,0.014548342,0.058193369,0.145483422,0.26187016
368,12,2018,Elder,2.747522753,6.714067669,0.95,0.016785169,0.067140677,0.167851692,0.302133045
