"","month","year","creek","mean_daily_q_mm_day","modeled_use_mm_day","quantile","modeled_monthly_use_0.05cover","modeled_monthly_use_0.1cover","modeled_monthly_use_0.5cover","modeled_monthly_use_1cover","modeled_monhtyly_use_5cover"
"34",1,2017,"Elder",18.9989154649077,1.27933110096848,0.9,0.000639665550484238,0.00127933110096848,0.00639665550484238,0.0127933110096848,0.0639665550484238
"35",1,2017,"Elder",18.9989154649077,1.61993654916436,0.95,0.000809968274582182,0.00161993654916436,0.00809968274582182,0.0161993654916436,0.0809968274582182
"36",1,2018,"Elder",4.30181772102419,0.403160899625064,0.25,0.000201580449812532,0.000403160899625064,0.00201580449812532,0.00403160899625064,0.0201580449812532
"37",1,2018,"Elder",4.30181772102419,0.498122906969471,0.5,0.000249061453484735,0.000498122906969471,0.00249061453484735,0.0049812290696947,0.0249061453484735
"38",1,2018,"Elder",4.30181772102419,0.800174784791615,0.75,0.000400087392395807,0.000800174784791615,0.00400087392395807,0.00800174784791615,0.0400087392395807
"39",1,2018,"Elder",4.30181772102419,1.27933110096848,0.9,0.000639665550484238,0.00127933110096848,0.00639665550484238,0.0127933110096848,0.0639665550484238
"40",1,2018,"Elder",4.30181772102419,1.61993654916436,0.95,0.000809968274582182,0.00161993654916436,0.00809968274582182,0.0161993654916436,0.0809968274582182
"41",2,2016,"Dry Creek",4.45592329462027,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"42",2,2016,"Dry Creek",4.45592329462027,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"43",2,2016,"Dry Creek",4.45592329462027,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"44",2,2016,"Dry Creek",4.45592329462027,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"45",2,2016,"Dry Creek",4.45592329462027,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"46",2,2016,"Elder",4.74859213545778,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"47",2,2016,"Elder",4.74859213545778,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"48",2,2016,"Elder",4.74859213545778,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"49",2,2016,"Elder",4.74859213545778,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"50",2,2016,"Elder",4.74859213545778,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"51",2,2017,"Elder",22.0651816621601,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"52",2,2017,"Elder",22.0651816621601,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"53",2,2017,"Elder",22.0651816621601,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"54",2,2017,"Elder",22.0651816621601,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"55",2,2017,"Elder",22.0651816621601,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"56",2,2018,"Elder",1.77850266633892,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"57",2,2018,"Elder",1.77850266633892,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"58",2,2018,"Elder",1.77850266633892,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"59",2,2018,"Elder",1.77850266633892,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"60",2,2018,"Elder",1.77850266633892,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"61",2,2019,"Elder",16.1536432294302,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"62",2,2019,"Elder",16.1536432294302,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"63",2,2019,"Elder",16.1536432294302,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"64",2,2019,"Elder",16.1536432294302,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"65",2,2019,"Elder",16.1536432294302,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"66",2,2017,"Dry Creek",26.120006946214,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"67",2,2017,"Dry Creek",26.120006946214,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"68",2,2017,"Dry Creek",26.120006946214,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"69",2,2017,"Dry Creek",26.120006946214,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"70",2,2017,"Dry Creek",26.120006946214,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"71",2,2018,"Dry Creek",0.269470363273234,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"72",2,2018,"Dry Creek",0.269470363273234,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"73",2,2018,"Dry Creek",0.269470363273234,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"74",2,2018,"Dry Creek",0.269470363273234,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"75",2,2018,"Dry Creek",0.269470363273234,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"76",2,2019,"Dry Creek",24.7506132764612,0.465312678672572,0.25,0.000232656339336286,0.000465312678672572,0.00232656339336286,0.00465312678672572,0.0232656339336286
"77",2,2019,"Dry Creek",24.7506132764612,0.574914145607098,0.5,0.000287457072803549,0.000574914145607098,0.00287457072803549,0.00574914145607098,0.0287457072803549
"78",2,2019,"Dry Creek",24.7506132764612,0.923530711594053,0.75,0.000461765355797026,0.000923530711594053,0.00461765355797026,0.00923530711594053,0.0461765355797027
"79",2,2019,"Dry Creek",24.7506132764612,1.47655435349605,0.9,0.000738277176748025,0.00147655435349605,0.00738277176748025,0.0147655435349605,0.0738277176748025
"80",2,2019,"Dry Creek",24.7506132764612,1.86966795557872,0.95,0.000934833977789362,0.00186966795557872,0.00934833977789362,0.0186966795557872,0.0934833977789362
"81",3,2016,"Elder",14.9588067262836,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"82",3,2016,"Elder",14.9588067262836,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"83",3,2016,"Elder",14.9588067262836,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"84",3,2016,"Elder",14.9588067262836,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"85",3,2016,"Elder",14.9588067262836,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"86",3,2016,"Dry Creek",25.3753760870395,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"87",3,2016,"Dry Creek",25.3753760870395,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"88",3,2016,"Dry Creek",25.3753760870395,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"89",3,2016,"Dry Creek",25.3753760870395,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"90",3,2016,"Dry Creek",25.3753760870395,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"91",3,2017,"Elder",6.41428889527249,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"92",3,2017,"Elder",6.41428889527249,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"93",3,2017,"Elder",6.41428889527249,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"94",3,2017,"Elder",6.41428889527249,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"95",3,2017,"Elder",6.41428889527249,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"96",3,2018,"Elder",6.35632425980116,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"97",3,2018,"Elder",6.35632425980116,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"98",3,2018,"Elder",6.35632425980116,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"99",3,2018,"Elder",6.35632425980116,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"100",3,2018,"Elder",6.35632425980116,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"101",3,2019,"Elder",9.37056651984054,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"102",3,2019,"Elder",9.37056651984054,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"103",3,2019,"Elder",9.37056651984054,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"104",3,2019,"Elder",9.37056651984054,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"105",3,2019,"Elder",9.37056651984054,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"106",3,2017,"Dry Creek",8.67780044163277,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"107",3,2017,"Dry Creek",8.67780044163277,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"108",3,2017,"Dry Creek",8.67780044163277,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"109",3,2017,"Dry Creek",8.67780044163277,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"110",3,2017,"Dry Creek",8.67780044163277,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"111",3,2018,"Dry Creek",13.8289525693944,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"112",3,2018,"Dry Creek",13.8289525693944,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"113",3,2018,"Dry Creek",13.8289525693944,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"114",3,2018,"Dry Creek",13.8289525693944,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"115",3,2018,"Dry Creek",13.8289525693944,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"116",3,2019,"Dry Creek",9.34317796342115,0.464220338032135,0.25,0.000232110169016068,0.000464220338032135,0.00232110169016068,0.00464220338032135,0.0232110169016068
"117",3,2019,"Dry Creek",9.34317796342115,0.57356451101773,0.5,0.000286782255508865,0.00057356451101773,0.00286782255508865,0.0057356451101773,0.0286782255508865
"118",3,2019,"Dry Creek",9.34317796342115,0.921362685285717,0.75,0.000460681342642859,0.000921362685285717,0.00460681342642859,0.00921362685285717,0.0460681342642859
"119",3,2019,"Dry Creek",9.34317796342115,1.47308808145563,0.9,0.000736544040727814,0.00147308808145563,0.00736544040727814,0.0147308808145563,0.0736544040727814
"120",3,2019,"Dry Creek",9.34317796342115,1.86527883319799,0.95,0.000932639416598996,0.00186527883319799,0.00932639416598996,0.0186527883319799,0.0932639416598996
"121",4,2016,"Elder",2.16398554120448,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"122",4,2016,"Elder",2.16398554120448,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"123",4,2016,"Elder",2.16398554120448,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"124",4,2016,"Elder",2.16398554120448,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"125",4,2016,"Elder",2.16398554120448,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"126",4,2016,"Dry Creek",1.63853993206737,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"127",4,2016,"Dry Creek",1.63853993206737,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"128",4,2016,"Dry Creek",1.63853993206737,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"129",4,2016,"Dry Creek",1.63853993206737,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"130",4,2016,"Dry Creek",1.63853993206737,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"131",4,2017,"Dry Creek",7.07303285911503,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"132",4,2017,"Dry Creek",7.07303285911503,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"133",4,2017,"Dry Creek",7.07303285911503,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"134",4,2017,"Dry Creek",7.07303285911503,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"135",4,2017,"Dry Creek",7.07303285911503,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"136",4,2018,"Dry Creek",9.06147159436924,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"137",4,2018,"Dry Creek",9.06147159436924,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"138",4,2018,"Dry Creek",9.06147159436924,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"139",4,2018,"Dry Creek",9.06147159436924,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"140",4,2018,"Dry Creek",9.06147159436924,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"141",4,2019,"Dry Creek",3.70564730341702,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"142",4,2019,"Dry Creek",3.70564730341702,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"143",4,2019,"Dry Creek",3.70564730341702,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"144",4,2019,"Dry Creek",3.70564730341702,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"145",4,2019,"Dry Creek",3.70564730341702,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"146",4,2019,"Elder",6.04529472905127,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"147",4,2019,"Elder",6.04529472905127,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"148",4,2019,"Elder",6.04529472905127,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"149",4,2019,"Elder",6.04529472905127,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"150",4,2019,"Elder",6.04529472905127,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"151",4,2017,"Elder",6.24937091978786,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"152",4,2017,"Elder",6.24937091978786,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"153",4,2017,"Elder",6.24937091978786,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"154",4,2017,"Elder",6.24937091978786,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"155",4,2017,"Elder",6.24937091978786,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"156",4,2018,"Elder",6.7655259459281,0.574782847828836,0.25,0.000287391423914418,0.000574782847828836,0.00287391423914418,0.00574782847828836,0.0287391423914418
"157",4,2018,"Elder",6.7655259459281,0.71016932272688,0.5,0.00035508466136344,0.00071016932272688,0.0035508466136344,0.0071016932272688,0.035508466136344
"158",4,2018,"Elder",6.7655259459281,1.1408019527466,0.75,0.000570400976373303,0.0011408019527466,0.00570400976373302,0.011408019527466,0.0570400976373302
"159",4,2018,"Elder",6.7655259459281,1.82393077854157,0.9,0.000911965389270784,0.00182393077854157,0.00911965389270784,0.0182393077854157,0.0911965389270784
"160",4,2018,"Elder",6.7655259459281,2.30952888510924,0.95,0.00115476444255462,0.00230952888510924,0.0115476444255462,0.0230952888510924,0.115476444255462
"161",5,2017,"Dry Creek",0.109377707142657,0.851194972093422,0.25,0.000425597486046711,0.000851194972093422,0.00425597486046711,0.00851194972093422,0.0425597486046711
"162",5,2017,"Dry Creek",0.109377707142657,1.05168857964969,0.5,0.000525844289824843,0.00105168857964969,0.00525844289824843,0.0105168857964969,0.0525844289824843
"163",5,2017,"Dry Creek",0.109377707142657,1.6894117317527,0.75,0.000844705865876352,0.0016894117317527,0.00844705865876352,0.016894117317527,0.0844705865876352
"164",5,2017,"Dry Creek",0.109377707142657,2.70105608405932,0.9,0.00135052804202966,0.00270105608405932,0.0135052804202966,0.0270105608405932,0.135052804202966
"165",5,2017,"Dry Creek",0.109377707142657,3.42017751979774,0.95,0.00171008875989887,0.00342017751979774,0.0171008875989887,0.0342017751979774,0.171008875989887
"166",5,2016,"Dry Creek",0.538173793162581,0.851194972093422,0.25,0.000425597486046711,0.000851194972093422,0.00425597486046711,0.00851194972093422,0.0425597486046711
"167",5,2016,"Dry Creek",0.538173793162581,1.05168857964969,0.5,0.000525844289824843,0.00105168857964969,0.00525844289824843,0.0105168857964969,0.0525844289824843
"168",5,2016,"Dry Creek",0.538173793162581,1.6894117317527,0.75,0.000844705865876352,0.0016894117317527,0.00844705865876352,0.016894117317527,0.0844705865876352
"169",5,2016,"Dry Creek",0.538173793162581,2.70105608405932,0.9,0.00135052804202966,0.00270105608405932,0.0135052804202966,0.0270105608405932,0.135052804202966
"170",5,2016,"Dry Creek",0.538173793162581,3.42017751979774,0.95,0.00171008875989887,0.00342017751979774,0.0171008875989887,0.0342017751979774,0.171008875989887
"171",5,2016,"Elder",0.866774088351739,0.851194972093422,0.25,0.000425597486046711,0.000851194972093422,0.00425597486046711,0.00851194972093422,0.0425597486046711
"172",5,2016,"Elder",0.866774088351739,1.05168857964969,0.5,0.000525844289824843,0.00105168857964969,0.00525844289824843,0.0105168857964969,0.0525844289824843
"173",5,2016,"Elder",0.866774088351739,1.6894117317527,0.75,0.000844705865876352,0.0016894117317527,0.00844705865876352,0.016894117317527,0.0844705865876352
