rounded_datetime,J [mm/h],Cin [-],C_flux_in,C_in_conserved,ET [mm/h],Q [mm/h],wi [-],measC_Q
2017-03-24 00:00:00,1.2332250000000002,-27.0,-33.297075,-26.999999999999996,0.05334618308307018,0.2706281520428573,0.039206636997967136,
2017-03-24 04:00:00,2.3751000000000007,-27.0,-64.1277,-26.999999999999996,0.05273429185340807,0.279426600932143,0.04048129223669029,
2017-03-24 08:00:00,5.7550500000000016,-27.0,-155.38635000000005,-27.0,0.05273429185340807,0.3224707366620537,0.046717213339926365,
2017-03-24 12:00:00,2.3751,-27.0,-64.1277,-27.000000000000004,0.05273429185340807,0.5320786117098216,0.07708367672105927,
2017-03-24 16:00:00,0.0,-27.0,0.0,,0.05273429185340807,0.5987875410040181,0.08674798088017141,
2017-03-24 20:00:00,0.0,-27.0,0.0,,0.05273429185340807,0.5546815235116074,0.08035822207571011,
2017-03-25 00:00:00,0.0,-27.0,0.0,,0.05273429185340807,0.5552503887415181,0.0804406351299379,
2017-03-25 04:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.5505477695075895,0.07975935388165485,
2017-03-25 08:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.5364019874571431,0.07771001593319048,
2017-03-25 12:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.5196394253491073,0.07528157793527827,
2017-03-25 16:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.4948748256736609,0.07169386297456183,
2017-03-25 20:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.4784535827035716,0.0693148728091863,
2017-03-26 00:00:00,0.0,-27.0,0.0,,0.057831043185609124,0.4681002355191966,0.06781495522224053,
2017-03-26 04:00:00,0.0,-27.0,0.0,,0.04308489334641244,0.4534993612848217,0.06569968683039393,
2017-03-26 08:00:00,0.18270000000000006,-27.0,-4.932900000000001,-27.0,0.04308489334641244,0.4380641513799109,0.06346354595901323,
2017-03-26 12:00:00,0.27405,-27.0,-7.39935,-27.0,0.04308489334641244,0.423463277145536,0.06134827756716664,
2017-03-26 16:00:00,1.5986250000000002,-27.0,-43.16287500000001,-27.0,0.04308489334641244,0.4107965446928573,0.05951321355969452,
2017-03-26 20:00:00,0.9591750000000002,-27.0,-25.897725,-27.0,0.04308489334641244,0.4267247711303573,0.061820779078072624,
2017-03-27 00:00:00,0.09135,-27.0,-2.4664500000000005,-27.0,0.04308489334641244,0.42441138586205385,0.06148563265754629,
2017-03-27 04:00:00,0.18270000000000006,-27.0,-4.932900000000001,-27.0,0.05199636770907412,0.4037426158419645,0.05849129168726992,
2017-03-27 08:00:00,0.13702500000000006,-27.0,-3.6996750000000014,-27.0,0.05199636770907412,0.3925928573357145,0.05687599582440525,
2017-03-27 12:00:00,0.27405,-27.0,-7.399350000000003,-27.000000000000004,0.05199636770907412,0.38098800664553595,0.05519476951815835,
2017-03-27 16:00:00,0.0,-27.0,0.0,,0.05199636770907412,0.3654769480433038,0.05294764023954728,
2017-03-27 20:00:00,0.0,-27.0,0.0,,0.05199636770907412,0.3533032321232145,0.05118400087907257,
