time,johnsons_stage_ft,hacienda_cfs
2019-03-01T23:45:00.000-08:00,25.66,24700.0
2019-03-02T00:00:00.000-08:00,25.54,24500.0
2019-03-02T00:15:00.000-08:00,25.45,24300.0
2019-03-02T00:30:00.000-08:00,25.32,24200.0
2019-03-02T00:45:00.000-08:00,25.23,23900.0
2019-03-02T01:00:00.000-08:00,25.15,23800.0
2019-03-02T01:15:00.000-08:00,25.03,23700.0
2019-03-02T01:30:00.000-08:00,24.90,23500.0
2019-03-02T01:45:00.000-08:00,24.82,23400.0
2019-03-02T02:00:00.000-08:00,24.74,23300.0
2019-03-02T02:15:00.000-08:00,24.63,23100.0
2019-03-02T02:30:00.000-08:00,24.55,23000.0
2019-03-02T02:45:00.000-08:00,24.45,23000.0
2019-03-02T03:00:00.000-08:00,24.35,22800.0
2019-03-02T03:15:00.000-08:00,24.28,22700.0
2019-03-02T03:30:00.000-08:00,24.19,22500.0
2019-03-02T03:45:00.000-08:00,24.11,22400.0
2019-03-02T04:00:00.000-08:00,24.05,22300.0
2019-03-02T04:15:00.000-08:00,23.96,22200.0
2019-03-02T04:30:00.000-08:00,23.89,22100.0
2019-03-02T04:45:00.000-08:00,23.81,22100.0
2019-03-02T05:00:00.000-08:00,23.75,21900.0
2019-03-02T05:15:00.000-08:00,23.65,21900.0
2019-03-02T05:30:00.000-08:00,23.62,21800.0
2019-03-02T05:45:00.000-08:00,23.55,21700.0
2019-03-02T06:00:00.000-08:00,23.49,21700.0
2019-03-02T06:15:00.000-08:00,23.44,21600.0
2019-03-02T06:30:00.000-08:00,23.39,21500.0
2019-03-02T06:45:00.000-08:00,23.33,21500.0
2019-03-02T07:00:00.000-08:00,23.28,21500.0
2019-03-02T07:15:00.000-08:00,23.23,21300.0
2019-03-02T07:30:00.000-08:00,23.18,21300.0
2019-03-02T07:45:00.000-08:00,23.13,21300.0
2019-03-02T08:00:00.000-08:00,23.09,21100.0
2019-03-02T08:15:00.000-08:00,23.06,21200.0
2019-03-02T08:30:00.000-08:00,23.01,21100.0
2019-03-02T08:45:00.000-08:00,22.97,21100.0
2019-03-02T09:00:00.000-08:00,22.91,21000.0
2019-03-02T09:15:00.000-08:00,22.90,21000.0
2019-03-02T09:30:00.000-08:00,22.86,21000.0
2019-03-02T09:45:00.000-08:00,22.82,20900.0
2019-03-02T10:00:00.000-08:00,22.78,20900.0
2019-03-02T10:15:00.000-08:00,22.75,20800.0
2019-03-02T10:30:00.000-08:00,22.72,20800.0
2019-03-02T10:45:00.000-08:00,22.70,20800.0
2019-03-02T11:00:00.000-08:00,22.68,20800.0
2019-03-02T11:15:00.000-08:00,22.65,20700.0
2019-03-02T11:30:00.000-08:00,22.61,20700.0
2019-03-02T11:45:00.000-08:00,22.58,20700.0
2019-03-02T12:00:00.000-08:00,22.55,20700.0
2019-03-02T12:15:00.000-08:00,22.54,20700.0
2019-03-02T12:30:00.000-08:00,22.50,20600.0
2019-03-02T12:45:00.000-08:00,22.49,20600.0
2019-03-02T13:00:00.000-08:00,22.46,20500.0
2019-03-02T13:15:00.000-08:00,22.44,20500.0
2019-03-02T13:30:00.000-08:00,22.43,20500.0
2019-03-02T13:45:00.000-08:00,22.40,20500.0
2019-03-02T14:00:00.000-08:00,22.39,20500.0
2019-03-02T14:15:00.000-08:00,22.37,20500.0
2019-03-02T14:30:00.000-08:00,22.35,20400.0
2019-03-02T14:45:00.000-08:00,22.33,20500.0
2019-03-02T15:00:00.000-08:00,22.31,20500.0
2019-03-02T15:15:00.000-08:00,22.32,20500.0
2019-03-02T15:30:00.000-08:00,22.29,20400.0
2019-03-02T15:45:00.000-08:00,22.29,20400.0
2019-03-02T16:00:00.000-08:00,22.26,20400.0
2019-03-02T16:15:00.000-08:00,22.27,20300.0
2019-03-02T16:30:00.000-08:00,22.27,20400.0
2019-03-02T16:45:00.000-08:00,22.24,20400.0
2019-03-02T17:00:00.000-08:00,22.24,20400.0
2019-03-02T17:15:00.000-08:00,22.23,20300.0
2019-03-02T17:30:00.000-08:00,22.22,20300.0
2019-03-02T17:45:00.000-08:00,22.20,20300.0
2019-03-02T18:00:00.000-08:00,22.19,20200.0
2019-03-02T18:15:00.000-08:00,22.18,20300.0
2019-03-02T18:30:00.000-08:00,22.17,20300.0
2019-03-02T18:45:00.000-08:00,22.16,20300.0
2019-03-02T19:00:00.000-08:00,22.15,20300.0
2019-03-02T19:15:00.000-08:00,22.14,20200.0
2019-03-02T19:30:00.000-08:00,22.15,20200.0
2019-03-02T19:45:00.000-08:00,22.11,20200.0
2019-03-02T20:00:00.000-08:00,22.11,20200.0
2019-03-02T20:15:00.000-08:00,22.11,20100.0
2019-03-02T20:30:00.000-08:00,22.08,20100.0
2019-03-02T20:45:00.000-08:00,22.08,20000.0
2019-03-02T21:00:00.000-08:00,22.05,20100.0
2019-03-02T21:15:00.000-08:00,22.04,20000.0
2019-03-02T21:30:00.000-08:00,22.04,20000.0
2019-03-02T21:45:00.000-08:00,22.01,20000.0
2019-03-02T22:00:00.000-08:00,21.98,19900.0
2019-03-02T22:15:00.000-08:00,22.00,20000.0
2019-03-02T22:30:00.000-08:00,21.97,20000.0
2019-03-02T22:45:00.000-08:00,21.97,19900.0
2019-03-02T23:00:00.000-08:00,21.95,19800.0
2019-03-02T23:15:00.000-08:00,21.93,19900.0
2019-03-02T23:30:00.000-08:00,21.92,19900.0
2019-03-02T23:45:00.000-08:00,21.92,19900.0
